property_id,source_id,source_region,feature_category,building,centroid_lat,centroid_lon,area_sq_m,area_sq_ft,area_sq_yd,perimeter_m,bbox
PROP-KOK-000001,way/356011387,kokapet,property_candidate,yes,17.3878587,78.3342363,143.8,1547.87,171.99,49.19,"{'min_lon': 78.3341598, 'min_lat': 17.3878061, 'max_lon': 78.3343128, 'max_lat': 17.3879113}"
PROP-KOK-000002,way/356011393,kokapet,property_candidate,yes,17.38775008,78.33421299,143.88,1548.68,172.08,49.2,"{'min_lon': 78.3341365, 'min_lat': 17.3876975, 'max_lon': 78.3342895, 'max_lat': 17.3878027}"
PROP-KOK-000003,way/356011402,kokapet,property_candidate,yes,17.3879705,78.3342556,143.8,1547.87,171.99,49.19,"{'min_lon': 78.3341791, 'min_lat': 17.3879179, 'max_lon': 78.3343321, 'max_lat': 17.3880231}"
PROP-KOK-000004,way/356011415,kokapet,property_candidate,yes,17.38753475,78.3341797,143.97,1549.65,172.18,49.21,"{'min_lon': 78.3341032, 'min_lat': 17.3874821, 'max_lon': 78.3342562, 'max_lat': 17.3875874}"
PROP-KOK-000005,way/356011421,kokapet,property_candidate,yes,17.38742295,78.33415975,143.99,1549.9,172.21,49.22,"{'min_lon': 78.3340832, 'min_lat': 17.3873703, 'max_lon': 78.3342363, 'max_lat': 17.3874756}"
PROP-KOK-000006,way/356011429,kokapet,property_candidate,yes,17.3876402,78.334197,143.8,1547.88,171.99,49.19,"{'min_lon': 78.3341205, 'min_lat': 17.3875876, 'max_lon': 78.3342735, 'max_lat': 17.3876928}"
PROP-KOK-000007,way/356011436,kokapet,property_candidate,yes,17.38719952,78.33411589,153.89,1656.42,184.05,50.75,"{'min_lon': 78.3340386, 'min_lat': 17.3871526, 'max_lon': 78.334193, 'max_lat': 17.3872512}"
PROP-KOK-000008,way/356011454,kokapet,property_candidate,yes,17.38730795,78.3341418,143.84,1548.29,172.03,49.19,"{'min_lon': 78.3340661, 'min_lat': 17.3872567, 'max_lon': 78.3342175, 'max_lat': 17.3873592}"
PROP-KOK-000009,way/356011456,kokapet,property_candidate,yes,17.38817165,78.33428405,143.99,1549.89,172.21,49.22,"{'min_lon': 78.3342075, 'min_lat': 17.388119, 'max_lon': 78.3343606, 'max_lat': 17.3882243}"
PROP-KOK-000010,way/356011463,kokapet,property_candidate,yes,17.38807762,78.33426591,137.71,1482.28,164.7,47.91,"{'min_lon': 78.3341924, 'min_lat': 17.3880254, 'max_lon': 78.3343394, 'max_lat': 17.3881298}"
PROP-KOK-000011,way/356011522,kokapet,property_candidate,yes,17.38744317,78.33398913,120.97,1302.09,144.68,47.12,"{'min_lon': 78.3339147, 'min_lat': 17.387394, 'max_lon': 78.3340527, 'max_lat': 17.3874961}"
PROP-KOK-000012,way/356011523,kokapet,property_candidate,yes,17.38773686,78.33357482,111.89,1204.4,133.82,46.3,"{'min_lon': 78.333499, 'min_lat': 17.3876903, 'max_lon': 78.3336365, 'max_lat': 17.3877879}"
PROP-KOK-000013,way/356011524,kokapet,property_candidate,yes,17.38746072,78.33452345,120.22,1294.07,143.79,47.19,"{'min_lon': 78.3344469, 'min_lat': 17.3874139, 'max_lon': 78.3345882, 'max_lat': 17.3875107}"
PROP-KOK-000014,way/356011526,kokapet,property_candidate,yes,17.38818989,78.33411638,120.98,1302.26,144.7,47.09,"{'min_lon': 78.334042, 'min_lat': 17.3881407, 'max_lon': 78.33418, 'max_lat': 17.3882428}"
PROP-KOK-000015,way/356011527,kokapet,property_candidate,yes,17.38680212,78.33440379,120.15,1293.24,143.69,47.18,"{'min_lon': 78.3343273, 'min_lat': 17.3867553, 'max_lon': 78.3344685, 'max_lat': 17.3868521}"
PROP-KOK-000016,way/356011528,kokapet,property_candidate,yes,17.38733327,78.33396782,120.99,1302.33,144.7,47.1,"{'min_lon': 78.3338934, 'min_lat': 17.3872841, 'max_lon': 78.3340314, 'max_lat': 17.3873862}"
PROP-KOK-000017,way/356011529,kokapet,property_candidate,yes,17.38762499,78.33356165,111.85,1203.94,133.77,46.29,"{'min_lon': 78.3334858, 'min_lat': 17.3875785, 'max_lon': 78.3336234, 'max_lat': 17.387676}"
PROP-KOK-000018,way/356011531,kokapet,property_candidate,yes,17.38704122,78.33341378,110.07,1184.81,131.65,44.78,"{'min_lon': 78.3333665, 'min_lat': 17.3869814, 'max_lon': 78.3334639, 'max_lat': 17.38711}"
PROP-KOK-000019,way/356011533,kokapet,property_candidate,yes,17.38697149,78.33386509,110.14,1185.51,131.72,44.78,"{'min_lon': 78.3338178, 'min_lat': 17.3869116, 'max_lon': 78.3339152, 'max_lat': 17.3870403}"
PROP-KOK-000020,way/356011534,kokapet,property_candidate,yes,17.38729714,78.33350001,111.79,1203.34,133.7,46.26,"{'min_lon': 78.3334242, 'min_lat': 17.3872506, 'max_lon': 78.3335617, 'max_lat': 17.3873481}"
PROP-KOK-000021,way/356011536,kokapet,property_candidate,yes,17.38669792,78.33438968,120.17,1293.52,143.72,47.17,"{'min_lon': 78.3343132, 'min_lat': 17.3866511, 'max_lon': 78.3344544, 'max_lat': 17.3867479}"
PROP-KOK-000022,way/356011537,kokapet,property_candidate,yes,17.38771051,78.33373103,127.25,1369.74,152.19,49.04,"{'min_lon': 78.3336652, 'min_lat': 17.3876562, 'max_lon': 78.3338032, 'max_lat': 17.3877664}"
PROP-KOK-000023,way/356011538,kokapet,property_candidate,yes,17.38788083,78.33406634,120.92,1301.58,144.62,47.11,"{'min_lon': 78.3339919, 'min_lat': 17.3878317, 'max_lon': 78.33413, 'max_lat': 17.3879337}"
PROP-KOK-000024,way/356011540,kokapet,property_candidate,yes,17.3879583,78.33361154,111.87,1204.15,133.79,46.3,"{'min_lon': 78.3335357, 'min_lat': 17.3879118, 'max_lon': 78.3336733, 'max_lat': 17.3880093}"
PROP-KOK-000025,way/356011544,kokapet,property_candidate,yes,17.38792776,78.3337683,127.32,1370.47,152.27,49.05,"{'min_lon': 78.3337024, 'min_lat': 17.3878734, 'max_lon': 78.3338405, 'max_lat': 17.3879837}"
PROP-KOK-000026,way/356011545,kokapet,property_candidate,yes,17.38695114,78.33397893,110.0,1184.03,131.56,44.77,"{'min_lon': 78.3339317, 'min_lat': 17.3868913, 'max_lon': 78.334029, 'max_lat': 17.38702}"
PROP-KOK-000027,way/356011546,kokapet,property_candidate,yes,17.38738209,78.33367578,127.27,1369.94,152.22,49.04,"{'min_lon': 78.3336099, 'min_lat': 17.3873278, 'max_lon': 78.333748, 'max_lat': 17.387438}"
PROP-KOK-000028,way/356011547,kokapet,property_candidate,yes,17.38778662,78.33457763,126.05,1356.82,150.76,49.86,"{'min_lon': 78.3344923, 'min_lat': 17.3877404, 'max_lon': 78.3346461, 'max_lat': 17.3878372}"
PROP-KOK-000029,way/356011549,kokapet,property_candidate,yes,17.38824175,78.3338218,125.44,1350.23,150.03,49.05,"{'min_lon': 78.3337566, 'min_lat': 17.3881878, 'max_lon': 78.3338952, 'max_lat': 17.3882981}"
PROP-KOK-000030,way/356011551,kokapet,property_candidate,yes,17.38727345,78.3336578,127.33,1370.6,152.29,49.06,"{'min_lon': 78.3335919, 'min_lat': 17.3872191, 'max_lon': 78.33373, 'max_lat': 17.3873294}"
PROP-KOK-000031,way/356011552,kokapet,property_candidate,yes,17.38723555,78.33448186,120.25,1294.41,143.82,47.2,"{'min_lon': 78.3344054, 'min_lat': 17.3871887, 'max_lon': 78.3345466, 'max_lat': 17.3872856}"
PROP-KOK-000032,way/356011553,kokapet,property_candidate,yes,17.38766421,78.33402907,120.96,1302.04,144.67,47.11,"{'min_lon': 78.3339547, 'min_lat': 17.387615, 'max_lon': 78.3340927, 'max_lat': 17.3877171}"
PROP-KOK-000033,way/356011554,kokapet,property_candidate,yes,17.3880661,78.33362848,111.79,1203.33,133.7,46.27,"{'min_lon': 78.3335527, 'min_lat': 17.3880196, 'max_lon': 78.3336902, 'max_lat': 17.3881171}"
PROP-KOK-000034,way/356011555,kokapet,property_candidate,yes,17.38767355,78.33456031,126.14,1357.8,150.87,49.88,"{'min_lon': 78.334475, 'min_lat': 17.3876273, 'max_lon': 78.3346288, 'max_lat': 17.3877242}"
PROP-KOK-000035,way/356011556,kokapet,property_candidate,yes,17.38814984,78.33380569,122.73,1321.01,146.78,48.77,"{'min_lon': 78.3337411, 'min_lat': 17.3880961, 'max_lon': 78.3338788, 'max_lat': 17.3882051}"
PROP-KOK-000036,way/356011557,kokapet,property_candidate,yes,17.3870215,78.33352834,109.12,1174.53,130.5,44.56,"{'min_lon': 78.3334812, 'min_lat': 17.3869621, 'max_lon': 78.3335784, 'max_lat': 17.3870898}"
PROP-KOK-000037,way/356011558,kokapet,property_candidate,yes,17.38702489,78.33444049,120.26,1294.5,143.83,47.2,"{'min_lon': 78.334364, 'min_lat': 17.3869781, 'max_lon': 78.3345052, 'max_lat': 17.3870749}"
PROP-KOK-000038,way/356011559,kokapet,property_candidate,yes,17.38755049,78.33400975,121.03,1302.79,144.75,47.12,"{'min_lon': 78.3339354, 'min_lat': 17.3875013, 'max_lon': 78.3340734, 'max_lat': 17.3876034}"
PROP-KOK-000039,way/356011560,kokapet,property_candidate,yes,17.3873483,78.33450446,120.25,1294.32,143.81,47.18,"{'min_lon': 78.334428, 'min_lat': 17.3873015, 'max_lon': 78.3345692, 'max_lat': 17.3873983}"
PROP-KOK-000040,way/356011562,kokapet,property_candidate,yes,17.38826434,78.33366123,111.84,1203.78,133.75,46.27,"{'min_lon': 78.3335854, 'min_lat': 17.3882178, 'max_lon': 78.3337229, 'max_lat': 17.3883153}"
PROP-KOK-000041,way/356011563,kokapet,property_candidate,yes,17.38749263,78.33369509,127.39,1371.23,152.36,49.06,"{'min_lon': 78.3336292, 'min_lat': 17.3874383, 'max_lon': 78.3337673, 'max_lat': 17.3875486}"
PROP-KOK-000042,way/356011564,kokapet,property_candidate,yes,17.38751929,78.33353741,111.84,1203.79,133.75,46.28,"{'min_lon': 78.3334616, 'min_lat': 17.3874728, 'max_lon': 78.3335991, 'max_lat': 17.3875703}"
PROP-KOK-000043,way/356011565,kokapet,property_candidate,yes,17.386918,78.33442546,120.25,1294.32,143.81,47.18,"{'min_lon': 78.334349, 'min_lat': 17.3868712, 'max_lon': 78.3344902, 'max_lat': 17.386968}"
PROP-KOK-000044,way/356011566,kokapet,property_candidate,yes,17.38810154,78.33410398,110.79,1192.5,132.5,45.6,"{'min_lon': 78.3340295, 'min_lat': 17.3880556, 'max_lon': 78.3341666, 'max_lat': 17.388151}"
PROP-KOK-000045,way/356011567,kokapet,property_candidate,yes,17.38722593,78.33395249,120.82,1300.47,144.5,47.09,"{'min_lon': 78.3338781, 'min_lat': 17.3871768, 'max_lon': 78.3340161, 'max_lat': 17.3872788}"
PROP-KOK-000046,way/356011568,kokapet,property_candidate,yes,17.38740494,78.33351931,111.79,1203.34,133.7,46.26,"{'min_lon': 78.3334435, 'min_lat': 17.3873584, 'max_lon': 78.333581, 'max_lat': 17.3874559}"
PROP-KOK-000047,way/356011569,kokapet,property_candidate,yes,17.38708183,78.33316154,172.46,1856.29,206.25,56.14,"{'min_lon': 78.3330904, 'min_lat': 17.3870132, 'max_lon': 78.3332469, 'max_lat': 17.3871456}"
PROP-KOK-000048,way/356011570,kokapet,property_candidate,yes,17.38802503,78.33461754,126.02,1356.48,150.72,49.85,"{'min_lon': 78.3345323, 'min_lat': 17.3879788, 'max_lon': 78.334686, 'max_lat': 17.3880756}"
PROP-KOK-000049,way/356011572,kokapet,property_candidate,yes,17.38781975,78.33375035,127.21,1369.3,152.14,49.03,"{'min_lon': 78.3336845, 'min_lat': 17.3877654, 'max_lon': 78.3338225, 'max_lat': 17.3878757}"
PROP-KOK-000050,way/356011573,kokapet,property_candidate,yes,17.38799388,78.33408565,121.05,1302.97,144.77,47.12,"{'min_lon': 78.3340112, 'min_lat': 17.3879447, 'max_lon': 78.3341493, 'max_lat': 17.3880468}"
PROP-KOK-000051,way/356011574,kokapet,property_candidate,yes,17.38804091,78.33378533,127.25,1369.74,152.19,49.04,"{'min_lon': 78.3337195, 'min_lat': 17.3879866, 'max_lon': 78.3338575, 'max_lat': 17.3880968}"
PROP-KOK-000052,way/356011575,kokapet,property_candidate,yes,17.38784689,78.33359365,111.85,1203.93,133.77,46.29,"{'min_lon': 78.3335178, 'min_lat': 17.3878004, 'max_lon': 78.3336554, 'max_lat': 17.3878979}"
PROP-KOK-000053,way/356011576,kokapet,property_candidate,yes,17.38700387,78.33364214,109.97,1183.75,131.53,44.77,"{'min_lon': 78.3335949, 'min_lat': 17.386944, 'max_lon': 78.3336922, 'max_lat': 17.3870727}"
PROP-KOK-000054,way/356011577,kokapet,property_candidate,yes,17.38698669,78.33375528,110.13,1185.42,131.71,44.79,"{'min_lon': 78.333708, 'min_lat': 17.3869268, 'max_lon': 78.3338054, 'max_lat': 17.3870555}"
PROP-KOK-000055,way/356011578,kokapet,property_candidate,yes,17.3876025,78.3337124,127.32,1370.44,152.27,49.05,"{'min_lon': 78.3336465, 'min_lat': 17.3875482, 'max_lon': 78.3337846, 'max_lat': 17.3876584}"
PROP-KOK-000056,way/356011579,kokapet,property_candidate,yes,17.38789904,78.33460156,126.13,1357.63,150.85,49.89,"{'min_lon': 78.3345163, 'min_lat': 17.3878528, 'max_lon': 78.33467, 'max_lat': 17.3879497}"
PROP-KOK-000057,way/356011580,kokapet,property_candidate,yes,17.38712912,78.33446728,120.17,1293.52,143.72,47.17,"{'min_lon': 78.3343908, 'min_lat': 17.3870823, 'max_lon': 78.334532, 'max_lat': 17.3871791}"
PROP-KOK-000058,way/356011581,kokapet,property_candidate,yes,17.38817524,78.33364969,111.82,1203.57,133.73,46.27,"{'min_lon': 78.3335739, 'min_lat': 17.3881287, 'max_lon': 78.3337114, 'max_lat': 17.3882262}"
PROP-KOK-000059,way/356011583,kokapet,property_candidate,yes,17.38756617,78.334541,126.25,1358.9,150.99,49.89,"{'min_lon': 78.3344557, 'min_lat': 17.3875199, 'max_lon': 78.3346095, 'max_lat': 17.3876168}"
PROP-KOK-000060,way/356011584,kokapet,property_candidate,yes,17.38776966,78.33404904,120.98,1302.22,144.69,47.12,"{'min_lon': 78.3339746, 'min_lat': 17.3877205, 'max_lon': 78.3341127, 'max_lat': 17.3878226}"
PROP-KOK-000061,way/356203254,kokapet,property_candidate,yes,17.38968865,78.3346549,108.68,1169.8,129.98,41.76,"{'min_lon': 78.3345966, 'min_lat': 17.389637, 'max_lon': 78.3347132, 'max_lat': 17.3897403}"
PROP-KOK-000062,way/356203257,kokapet,property_candidate,yes,17.38817972,78.33333961,165.16,1777.77,197.53,51.41,"{'min_lon': 78.3332714, 'min_lat': 17.3881129, 'max_lon': 78.3334078, 'max_lat': 17.3882465}"
PROP-KOK-000063,way/356203261,kokapet,property_candidate,yes,17.38887961,78.33410273,104.17,1121.26,124.58,41.07,"{'min_lon': 78.3340444, 'min_lat': 17.3888325, 'max_lon': 78.3341611, 'max_lat': 17.3889267}"
PROP-KOK-000064,way/356203266,kokapet,property_candidate,yes,17.3895519,78.3342157,101.0,1087.15,120.79,40.45,"{'min_lon': 78.3341585, 'min_lat': 17.389506, 'max_lon': 78.3342729, 'max_lat': 17.3895978}"
PROP-KOK-000065,way/356203269,kokapet,property_candidate,yes,17.38976219,78.33424722,114.61,1233.65,137.07,42.93,"{'min_lon': 78.3341883, 'min_lat': 17.3897118, 'max_lon': 78.3343061, 'max_lat': 17.3898126}"
PROP-KOK-000066,way/356203272,kokapet,property_candidate,yes,17.38931151,78.33459173,149.31,1607.17,178.57,48.94,"{'min_lon': 78.3345284, 'min_lat': 17.3892462, 'max_lon': 78.3346551, 'max_lat': 17.3893768}"
PROP-KOK-000067,way/356203275,kokapet,property_candidate,yes,17.3888103,78.3345011,108.75,1170.59,130.07,42.44,"{'min_lon': 78.3344364, 'min_lat': 17.388763, 'max_lon': 78.3345658, 'max_lat': 17.3888576}"
PROP-KOK-000068,way/356203278,kokapet,property_candidate,yes,17.38895927,78.33497696,131.95,1420.26,157.81,46.63,"{'min_lon': 78.3349081, 'min_lat': 17.3889091, 'max_lon': 78.3350458, 'max_lat': 17.3890094}"
PROP-KOK-000069,way/356203284,kokapet,property_candidate,yes,17.38884755,78.33496075,131.72,1417.78,157.53,46.6,"{'min_lon': 78.3348919, 'min_lat': 17.3887975, 'max_lon': 78.3350296, 'max_lat': 17.3888976}"
PROP-KOK-000070,way/356203287,kokapet,property_candidate,yes,17.38769265,78.3332107,251.83,2710.68,301.19,63.92,"{'min_lon': 78.3331167, 'min_lat': 17.3876164, 'max_lon': 78.3333047, 'max_lat': 17.3877689}"
PROP-KOK-000071,way/356203292,kokapet,property_candidate,yes,17.38959055,78.33463375,121.01,1302.59,144.73,44.56,"{'min_lon': 78.334567, 'min_lat': 17.3895398, 'max_lon': 78.3347005, 'max_lat': 17.3896413}"
PROP-KOK-000072,way/356203294,kokapet,property_candidate,yes,17.38874248,78.33494384,131.8,1418.65,157.63,46.61,"{'min_lon': 78.334875, 'min_lat': 17.3886924, 'max_lon': 78.3350127, 'max_lat': 17.3887926}"
PROP-KOK-000073,way/356203300,kokapet,property_candidate,yes,17.3883205,78.33337847,138.12,1486.73,165.19,47.97,"{'min_lon': 78.3333047, 'min_lat': 17.3882679, 'max_lon': 78.3334522, 'max_lat': 17.3883731}"
PROP-KOK-000074,way/356203307,kokapet,property_candidate,yes,17.3891784,78.33501395,131.87,1419.39,157.71,46.62,"{'min_lon': 78.3349451, 'min_lat': 17.3891283, 'max_lon': 78.3350828, 'max_lat': 17.3892285}"
PROP-KOK-000075,way/356203313,kokapet,property_candidate,yes,17.38965646,78.33422968,105.34,1133.83,125.98,41.38,"{'min_lon': 78.3341706, 'min_lat': 17.3896101, 'max_lon': 78.3342888, 'max_lat': 17.3897028}"
PROP-KOK-000076,way/356203316,kokapet,property_candidate,yes,17.3883392,78.3348702,180.93,1947.5,216.39,53.82,"{'min_lon': 78.3348027, 'min_lat': 17.388272, 'max_lon': 78.3349377, 'max_lat': 17.3884064}"
PROP-KOK-000077,way/356203318,kokapet,property_candidate,yes,17.38907112,78.33499386,131.8,1418.65,157.63,46.61,"{'min_lon': 78.334925, 'min_lat': 17.389021, 'max_lon': 78.3350627, 'max_lat': 17.3891212}"
PROP-KOK-000078,way/356203325,kokapet,property_candidate,yes,17.38891765,78.33438109,89.24,960.53,106.73,40.85,"{'min_lon': 78.3343151, 'min_lat': 17.3888752, 'max_lon': 78.3344376, 'max_lat': 17.388963}"
PROP-KOK-000079,way/356203328,kokapet,property_candidate,yes,17.38920221,78.33484808,106.72,1148.7,127.63,44.57,"{'min_lon': 78.334776, 'min_lat': 17.389157, 'max_lon': 78.3349089, 'max_lat': 17.3892509}"
PROP-KOK-000080,way/356203331,kokapet,property_candidate,yes,17.38900101,78.33452862,93.29,1004.15,111.57,41.8,"{'min_lon': 78.3344753, 'min_lat': 17.3889528, 'max_lon': 78.3345876, 'max_lat': 17.3890524}"
PROP-KOK-000081,way/356203334,kokapet,property_candidate,yes,17.387948,78.33509219,129.78,1396.94,155.22,47.7,"{'min_lon': 78.3350307, 'min_lat': 17.3878853, 'max_lon': 78.3351493, 'max_lat': 17.3880142}"
PROP-KOK-000082,way/356203337,kokapet,property_candidate,yes,17.38944311,78.33487362,165.69,1783.43,198.16,53.49,"{'min_lon': 78.3348083, 'min_lat': 17.3893789, 'max_lon': 78.3349421, 'max_lat': 17.3895154}"
PROP-KOK-000083,way/356203340,kokapet,property_candidate,yes,17.38910208,78.33454331,86.39,929.91,103.32,40.6,"{'min_lon': 78.3344909, 'min_lat': 17.3890562, 'max_lon': 78.3346023, 'max_lat': 17.3891505}"
PROP-KOK-000084,way/356203343,kokapet,property_candidate,yes,17.38801289,78.33329481,246.88,2657.39,295.27,64.85,"{'min_lon': 78.3332031, 'min_lat': 17.387936, 'max_lon': 78.3333818, 'max_lat': 17.3880891}"
PROP-KOK-000085,way/356203346,kokapet,property_candidate,yes,17.38919489,78.33455908,93.3,1004.25,111.58,41.81,"{'min_lon': 78.3345057, 'min_lat': 17.3891467, 'max_lon': 78.3346181, 'max_lat': 17.3892463}"
PROP-KOK-000086,way/356203349,kokapet,property_candidate,yes,17.38888139,78.33395737,91.82,988.32,109.81,40.67,"{'min_lon': 78.3338941, 'min_lat': 17.3888405, 'max_lon': 78.3340146, 'max_lat': 17.388924}"
PROP-KOK-000087,way/356203352,kokapet,property_candidate,yes,17.3880155,78.33479606,122.35,1316.94,146.33,46.99,"{'min_lon': 78.3347319, 'min_lat': 17.3879644, 'max_lon': 78.3348628, 'max_lat': 17.3880675}"
PROP-KOK-000088,way/356203354,kokapet,property_candidate,yes,17.38897304,78.33411466,102.88,1107.41,123.05,42.65,"{'min_lon': 78.3340608, 'min_lat': 17.3889237, 'max_lon': 78.3341718, 'max_lat': 17.3890256}"
PROP-KOK-000089,way/356203356,kokapet,property_candidate,yes,17.38888068,78.33523241,153.64,1653.72,183.75,51.86,"{'min_lon': 78.3351775, 'min_lat': 17.3888116, 'max_lon': 78.3352896, 'max_lat': 17.388957}"
PROP-KOK-000090,way/356203359,kokapet,property_candidate,yes,17.38931081,78.33486521,106.65,1147.93,127.55,44.56,"{'min_lon': 78.3347932, 'min_lat': 17.3892656, 'max_lon': 78.334926, 'max_lat': 17.3893595}"
PROP-KOK-000091,way/356203363,kokapet,property_candidate,yes,17.38871322,78.33519992,151.38,1629.42,181.05,51.82,"{'min_lon': 78.3351452, 'min_lat': 17.3886454, 'max_lon': 78.3352577, 'max_lat': 17.3887898}"
PROP-KOK-000092,way/356203366,kokapet,property_candidate,yes,17.38844972,78.33516679,158.46,1705.69,189.52,52.71,"{'min_lon': 78.3351086, 'min_lat': 17.3883829, 'max_lon': 78.3352279, 'max_lat': 17.3885254}"
PROP-KOK-000093,way/356203370,kokapet,property_candidate,yes,17.38916927,78.33414647,90.96,979.08,108.79,40.82,"{'min_lon': 78.3340944, 'min_lat': 17.3891235, 'max_lon': 78.3342035, 'max_lat': 17.3892172}"
PROP-KOK-000094,way/356203373,kokapet,property_candidate,yes,17.38904121,78.33526582,167.46,1802.55,200.28,54.47,"{'min_lon': 78.3352075, 'min_lat': 17.3889706, 'max_lon': 78.335327, 'max_lat': 17.3891214}"
PROP-KOK-000095,way/356203376,kokapet,property_candidate,yes,17.38927769,78.33416495,131.18,1411.97,156.89,48.4,"{'min_lon': 78.3341107, 'min_lat': 17.3892168, 'max_lon': 78.3342233, 'max_lat': 17.389346}"
PROP-KOK-000096,way/356203380,kokapet,property_candidate,yes,17.38932465,78.33444272,124.91,1344.5,149.39,47.27,"{'min_lon': 78.3343805, 'min_lat': 17.3892647, 'max_lon': 78.3344992, 'max_lat': 17.3893895}"
PROP-KOK-000097,way/356203383,kokapet,property_candidate,yes,17.38941834,78.33418586,123.72,1331.69,147.97,47.93,"{'min_lon': 78.3341331, 'min_lat': 17.3893602, 'max_lon': 78.3342453, 'max_lat': 17.3894865}"
PROP-KOK-000098,way/356203386,kokapet,property_candidate,yes,17.38930464,78.33403515,129.61,1395.07,155.01,47.52,"{'min_lon': 78.3339784, 'min_lat': 17.3892448, 'max_lon': 78.3340875, 'max_lat': 17.3893693}"
PROP-KOK-000099,way/356203389,kokapet,property_candidate,yes,17.38907387,78.33413408,96.52,1038.92,115.44,40.81,"{'min_lon': 78.3340792, 'min_lat': 17.3890284, 'max_lon': 78.3341915, 'max_lat': 17.3891221}"
PROP-KOK-000100,way/356203391,kokapet,property_candidate,yes,17.38944442,78.33405982,121.15,1304.05,144.89,46.75,"{'min_lon': 78.3340006, 'min_lat': 17.389387, 'max_lon': 78.3341128, 'max_lat': 17.3895084}"
PROP-KOK-000101,way/356203394,kokapet,property_candidate,yes,17.38868112,78.33367807,101.34,1090.8,121.2,42.39,"{'min_lon': 78.3336332, 'min_lat': 17.3886244, 'max_lon': 78.3337253, 'max_lat': 17.3887442}"
PROP-KOK-000102,way/356203398,kokapet,property_candidate,yes,17.38897752,78.33481179,107.87,1161.09,129.01,44.56,"{'min_lon': 78.3347403, 'min_lat': 17.3889322, 'max_lon': 78.3348732, 'max_lat': 17.389026}"
PROP-KOK-000103,way/356203401,kokapet,property_candidate,yes,17.38890629,78.33451648,68.54,737.8,81.98,37.14,"{'min_lon': 78.3344674, 'min_lat': 17.3888666, 'max_lon': 78.3345749, 'max_lat': 17.3889478}"
PROP-KOK-000104,way/356203405,kokapet,property_candidate,yes,17.38901535,78.33439253,89.25,960.66,106.74,40.86,"{'min_lon': 78.3343265, 'min_lat': 17.3889729, 'max_lon': 78.3344491, 'max_lat': 17.3890607}"
PROP-KOK-000105,way/356203409,kokapet,property_candidate,yes,17.38908979,78.3340021,91.85,988.72,109.86,40.68,"{'min_lon': 78.3339388, 'min_lat': 17.3890489, 'max_lon': 78.3340593, 'max_lat': 17.3891324}"
PROP-KOK-000106,way/356203412,kokapet,property_candidate,yes,17.38788706,78.3347732,132.0,1420.88,157.88,48.39,"{'min_lon': 78.3347072, 'min_lat': 17.3878319, 'max_lon': 78.3348394, 'max_lat': 17.3879432}"
PROP-KOK-000107,way/356203416,kokapet,property_candidate,yes,17.38931129,78.33501585,149.52,1609.39,178.82,50.5,"{'min_lon': 78.3349562, 'min_lat': 17.3892477, 'max_lon': 78.3350743, 'max_lat': 17.3893771}"
PROP-KOK-000108,way/356203419,kokapet,property_candidate,yes,17.38753253,78.33318838,265.41,2856.81,317.42,67.4,"{'min_lon': 78.3330899, 'min_lat': 17.3874579, 'max_lon': 78.3332928, 'max_lat': 17.3876058}"
PROP-KOK-000109,way/356203422,kokapet,property_candidate,yes,17.38876269,78.33477736,106.86,1150.28,127.81,44.56,"{'min_lon': 78.3347055, 'min_lat': 17.3887175, 'max_lon': 78.3348383, 'max_lat': 17.3888113}"
PROP-KOK-000110,way/356203425,kokapet,property_candidate,yes,17.3896996,78.33450827,95.03,1022.94,113.66,41.34,"{'min_lon': 78.3344439, 'min_lat': 17.3896551, 'max_lon': 78.3345659, 'max_lat': 17.3897459}"
PROP-KOK-000111,way/356203427,kokapet,property_candidate,yes,17.38887274,78.33479442,107.71,1159.42,128.82,44.56,"{'min_lon': 78.3347227, 'min_lat': 17.3888273, 'max_lon': 78.3348556, 'max_lat': 17.3889214}"
PROP-KOK-000112,way/356203430,kokapet,property_candidate,yes,17.38945577,78.33461374,168.16,1810.04,201.12,54.6,"{'min_lon': 78.3345447, 'min_lat': 17.3893903, 'max_lon': 78.3346878, 'max_lat': 17.3895288}"
PROP-KOK-000113,way/356203432,kokapet,property_candidate,yes,17.38910975,78.33441409,89.24,960.53,106.73,40.85,"{'min_lon': 78.3343481, 'min_lat': 17.3890673, 'max_lon': 78.3344706, 'max_lat': 17.3891551}"
PROP-KOK-000114,way/356203435,kokapet,property_candidate,yes,17.38882115,78.33436179,89.22,960.38,106.71,40.85,"{'min_lon': 78.3342958, 'min_lat': 17.3887787, 'max_lon': 78.3344183, 'max_lat': 17.3888665}"
PROP-KOK-000115,way/356203438,kokapet,property_candidate,yes,17.38960348,78.33449732,106.93,1151.04,127.89,44.48,"{'min_lon': 78.3344262, 'min_lat': 17.3895569, 'max_lon': 78.3345591, 'max_lat': 17.3896529}"
PROP-KOK-000116,way/356203440,kokapet,property_candidate,yes,17.38828917,78.33513573,164.44,1769.98,196.66,53.59,"{'min_lon': 78.3350741, 'min_lat': 17.3882217, 'max_lon': 78.3352006, 'max_lat': 17.3883654}"
PROP-KOK-000117,way/356203442,kokapet,property_candidate,yes,17.38921191,78.33443022,89.16,959.75,106.64,40.84,"{'min_lon': 78.3343642, 'min_lat': 17.3891695, 'max_lon': 78.3344868, 'max_lat': 17.3892572}"
